,Unnamed: 0,ID,Date,PolicyType,PolicyValue,PolicyFlag,PolicyNotes,PolicySource
4015692,4015692,PL,2020-01-08,H8,0.0,,,OxCGRT
4015693,4015693,PL,2020-01-08,I1,0.0,,,OxCGRT
4015694,4015694,PL,2020-01-08,I1D,0.0,,,OxCGRT
4015695,4015695,PL,2020-01-08,I2,0.0,,,OxCGRT
4015696,4015696,PL,2020-01-08,I2D,0.0,,,OxCGRT
4015697,4015697,PL,2020-01-08,I3,0.0,,,OxCGRT
4015698,4015698,PL,2020-01-08,I3D,0.0,,,OxCGRT
4015699,4015699,PL,2020-01-08,I4,0.0,,,OxCGRT
4015700,4015700,PL,2020-01-08,I4D,0.0,,,OxCGRT
4015701,4015701,PL,2020-01-08,I4L,0.0,,,OxCGRT
4015702,4015702,PL,2020-01-08,I4LD,0.0,,,OxCGRT
4015703,4015703,PL,2020-01-08,M1,,,,OxCGRT
4015704,4015704,PL,2020-01-09,C1,0.0,,,OxCGRT
4015705,4015705,PL,2020-01-09,C2,0.0,,,OxCGRT
4015706,4015706,PL,2020-01-09,C3,0.0,,,OxCGRT
4015707,4015707,PL,2020-01-09,C4,0.0,,,OxCGRT
4015708,4015708,PL,2020-01-09,C5,0.0,,,OxCGRT
4015709,4015709,PL,2020-01-09,C6,0.0,,,OxCGRT
4015710,4015710,PL,2020-01-09,C7,0.0,,,OxCGRT
4015711,4015711,PL,2020-01-09,C8,0.0,,,OxCGRT
4015712,4015712,PL,2020-01-09,Cases,,,,OxCGRT
4015713,4015713,PL,2020-01-09,Deaths,,,,OxCGRT
4015714,4015714,PL,2020-01-09,E1,0.0,,,OxCGRT
4015715,4015715,PL,2020-01-09,E2,0.0,,,OxCGRT
4015716,4015716,PL,2020-01-09,E3,0.0,,,OxCGRT
4015717,4015717,PL,2020-01-09,E4,0.0,,,OxCGRT
4015718,4015718,PL,2020-01-09,H1,0.0,,,OxCGRT
4015719,4015719,PL,2020-01-09,H2,0.0,,,OxCGRT
4015720,4015720,PL,2020-01-09,H3,0.0,,,OxCGRT
4015721,4015721,PL,2020-01-09,H4,0.0,,,OxCGRT
4015722,4015722,PL,2020-01-09,H5,0.0,,,OxCGRT
4015723,4015723,PL,2020-01-09,H6,0.0,,,OxCGRT
4015724,4015724,PL,2020-01-09,H7,0.0,,,OxCGRT
4015725,4015725,PL,2020-01-09,H8,0.0,,,OxCGRT
4015726,4015726,PL,2020-01-09,I1,0.0,,,OxCGRT
4015727,4015727,PL,2020-01-09,I1D,0.0,,,OxCGRT
4015728,4015728,PL,2020-01-09,I2,0.0,,,OxCGRT
4015729,4015729,PL,2020-01-09,I2D,0.0,,,OxCGRT
4015730,4015730,PL,2020-01-09,I3,0.0,,,OxCGRT
4015731,4015731,PL,2020-01-09,I3D,0.0,,,OxCGRT
4015732,4015732,PL,2020-01-09,I4,0.0,,,OxCGRT
4015733,4015733,PL,2020-01-09,I4D,0.0,,,OxCGRT
4015734,4015734,PL,2020-01-09,I4L,0.0,,,OxCGRT
4015735,4015735,PL,2020-01-09,I4LD,0.0,,,OxCGRT
4015736,4015736,PL,2020-01-09,M1,,,,OxCGRT
4015737,4015737,PL,2020-01-10,C1,0.0,,,OxCGRT
4015738,4015738,PL,2020-01-10,C2,0.0,,,OxCGRT
4015739,4015739,PL,2020-01-10,C3,0.0,,,OxCGRT
4015740,4015740,PL,2020-01-10,C4,0.0,,,OxCGRT
4015741,4015741,PL,2020-01-10,C5,0.0,,,OxCGRT
4015742,4015742,PL,2020-01-10,C6,0.0,,,OxCGRT
4015743,4015743,PL,2020-01-10,C7,0.0,,,OxCGRT
4015744,4015744,PL,2020-01-10,C8,0.0,,,OxCGRT
4015745,4015745,PL,2020-01-10,Cases,,,,OxCGRT
4015746,4015746,PL,2020-01-10,Deaths,,,,OxCGRT
4015747,4015747,PL,2020-01-10,E1,0.0,,,OxCGRT
4015748,4015748,PL,2020-01-10,E2,0.0,,,OxCGRT
4015749,4015749,PL,2020-01-10,E3,0.0,,,OxCGRT
4015750,4015750,PL,2020-01-10,E4,0.0,,,OxCGRT
4015751,4015751,PL,2020-01-10,H1,0.0,,,OxCGRT
4015752,4015752,PL,2020-01-10,H2,0.0,,,OxCGRT
4015753,4015753,PL,2020-01-10,H3,0.0,,,OxCGRT
4015754,4015754,PL,2020-01-10,H4,0.0,,,OxCGRT
4015755,4015755,PL,2020-01-10,H5,0.0,,,OxCGRT
4015756,4015756,PL,2020-01-10,H6,0.0,,,OxCGRT
4015757,4015757,PL,2020-01-10,H7,0.0,,,OxCGRT
4015758,4015758,PL,2020-01-10,H8,0.0,,,OxCGRT
4015759,4015759,PL,2020-01-10,I1,0.0,,,OxCGRT
4015760,4015760,PL,2020-01-10,I1D,0.0,,,OxCGRT
4015761,4015761,PL,2020-01-10,I2,0.0,,,OxCGRT
4015762,4015762,PL,2020-01-10,I2D,0.0,,,OxCGRT
4015763,4015763,PL,2020-01-10,I3,0.0,,,OxCGRT
4015764,4015764,PL,2020-01-10,I3D,0.0,,,OxCGRT
4015765,4015765,PL,2020-01-10,I4,0.0,,,OxCGRT
4015766,4015766,PL,2020-01-10,I4D,0.0,,,OxCGRT
4015767,4015767,PL,2020-01-10,I4L,0.0,,,OxCGRT
4015768,4015768,PL,2020-01-10,I4LD,0.0,,,OxCGRT
4015769,4015769,PL,2020-01-10,M1,,,,OxCGRT
4015770,4015770,PL,2020-01-11,C1,0.0,,,OxCGRT
4015771,4015771,PL,2020-01-11,C2,0.0,,,OxCGRT
4015772,4015772,PL,2020-01-11,C3,0.0,,,OxCGRT
4015773,4015773,PL,2020-01-11,C4,0.0,,,OxCGRT
4015774,4015774,PL,2020-01-11,C5,0.0,,,OxCGRT
4015775,4015775,PL,2020-01-11,C6,0.0,,,OxCGRT
4015776,4015776,PL,2020-01-11,C7,0.0,,,OxCGRT
4015777,4015777,PL,2020-01-11,C8,0.0,,,OxCGRT
4015778,4015778,PL,2020-01-11,Cases,,,,OxCGRT
4015779,4015779,PL,2020-01-11,Deaths,,,,OxCGRT
4015780,4015780,PL,2020-01-11,E1,0.0,,,OxCGRT
4015781,4015781,PL,2020-01-11,E2,0.0,,,OxCGRT
4015782,4015782,PL,2020-01-11,E3,0.0,,,OxCGRT
4015783,4015783,PL,2020-01-11,E4,0.0,,,OxCGRT
4015784,4015784,PL,2020-01-11,H1,0.0,,,OxCGRT
4015785,4015785,PL,2020-01-11,H2,0.0,,,OxCGRT
4015786,4015786,PL,2020-01-11,H3,0.0,,,OxCGRT
4015787,4015787,PL,2020-01-11,H4,0.0,,,OxCGRT
4015788,4015788,PL,2020-01-11,H5,0.0,,,OxCGRT
4015789,4015789,PL,2020-01-11,H6,0.0,,,OxCGRT
4015790,4015790,PL,2020-01-11,H7,0.0,,,OxCGRT
4015791,4015791,PL,2020-01-11,H8,0.0,,,OxCGRT
4015792,4015792,PL,2020-01-11,I1,0.0,,,OxCGRT
4015793,4015793,PL,2020-01-11,I1D,0.0,,,OxCGRT
4015794,4015794,PL,2020-01-11,I2,0.0,,,OxCGRT
4015795,4015795,PL,2020-01-11,I2D,0.0,,,OxCGRT
4015796,4015796,PL,2020-01-11,I3,0.0,,,OxCGRT
4015797,4015797,PL,2020-01-11,I3D,0.0,,,OxCGRT
4015798,4015798,PL,2020-01-11,I4,0.0,,,OxCGRT
4015799,4015799,PL,2020-01-11,I4D,0.0,,,OxCGRT
4015800,4015800,PL,2020-01-11,I4L,0.0,,,OxCGRT
4015801,4015801,PL,2020-01-11,I4LD,0.0,,,OxCGRT
4015802,4015802,PL,2020-01-11,M1,,,,OxCGRT
4015803,4015803,PL,2020-01-12,C1,0.0,,,OxCGRT
4015804,4015804,PL,2020-01-12,C2,0.0,,,OxCGRT
4015805,4015805,PL,2020-01-12,C3,0.0,,,OxCGRT
4015806,4015806,PL,2020-01-12,C4,0.0,,,OxCGRT
4015807,4015807,PL,2020-01-12,C5,0.0,,,OxCGRT
4015808,4015808,PL,2020-01-12,C6,0.0,,,OxCGRT
4015809,4015809,PL,2020-01-12,C7,0.0,,,OxCGRT
4015810,4015810,PL,2020-01-12,C8,0.0,,,OxCGRT
4015811,4015811,PL,2020-01-12,Cases,,,,OxCGRT
4015812,4015812,PL,2020-01-12,Deaths,,,,OxCGRT
4015813,4015813,PL,2020-01-12,E1,0.0,,,OxCGRT
4015814,4015814,PL,2020-01-12,E2,0.0,,,OxCGRT
4015815,4015815,PL,2020-01-12,E3,0.0,,,OxCGRT
