,Unnamed: 0,ID,Date,PolicyType,PolicyValue,PolicyFlag,PolicyNotes,PolicySource
3706791,3706791,MY,2020-01-08,C1,0.0,,,OxCGRT
3706792,3706792,MY,2020-01-08,C2,0.0,,,OxCGRT
3706793,3706793,MY,2020-01-08,C3,0.0,,,OxCGRT
3706794,3706794,MY,2020-01-08,C4,0.0,,,OxCGRT
3706795,3706795,MY,2020-01-08,C5,0.0,,,OxCGRT
3706796,3706796,MY,2020-01-08,C6,0.0,,,OxCGRT
3706797,3706797,MY,2020-01-08,C7,0.0,,,OxCGRT
3706798,3706798,MY,2020-01-08,C8,0.0,,,OxCGRT
3706799,3706799,MY,2020-01-08,Cases,,,,OxCGRT
3706800,3706800,MY,2020-01-08,Deaths,,,,OxCGRT
3706801,3706801,MY,2020-01-08,E1,0.0,,,OxCGRT
3706802,3706802,MY,2020-01-08,E2,0.0,,,OxCGRT
3706803,3706803,MY,2020-01-08,E3,0.0,,,OxCGRT
3706804,3706804,MY,2020-01-08,E4,0.0,,,OxCGRT
3706805,3706805,MY,2020-01-08,H1,0.0,,,OxCGRT
3706806,3706806,MY,2020-01-08,H2,0.0,,,OxCGRT
3706807,3706807,MY,2020-01-08,H3,0.0,,,OxCGRT
3706808,3706808,MY,2020-01-08,H4,0.0,,,OxCGRT
3706809,3706809,MY,2020-01-08,H5,0.0,,,OxCGRT
3706810,3706810,MY,2020-01-08,H6,0.0,,,OxCGRT
3706811,3706811,MY,2020-01-08,H7,0.0,,,OxCGRT
3706812,3706812,MY,2020-01-08,H8,0.0,,,OxCGRT
3706813,3706813,MY,2020-01-08,I1,0.0,,,OxCGRT
3706814,3706814,MY,2020-01-08,I1D,0.0,,,OxCGRT
3706815,3706815,MY,2020-01-08,I2,0.0,,,OxCGRT
3706816,3706816,MY,2020-01-08,I2D,0.0,,,OxCGRT
3706817,3706817,MY,2020-01-08,I3,0.0,,,OxCGRT
3706818,3706818,MY,2020-01-08,I3D,0.0,,,OxCGRT
3706819,3706819,MY,2020-01-08,I4,0.0,,,OxCGRT
3706820,3706820,MY,2020-01-08,I4D,0.0,,,OxCGRT
3706821,3706821,MY,2020-01-08,I4L,0.0,,,OxCGRT
3706822,3706822,MY,2020-01-08,I4LD,0.0,,,OxCGRT
3706823,3706823,MY,2020-01-08,M1,,,,OxCGRT
3706824,3706824,MY,2020-01-09,C1,0.0,,,OxCGRT
3706825,3706825,MY,2020-01-09,C2,0.0,,,OxCGRT
3706826,3706826,MY,2020-01-09,C3,0.0,,,OxCGRT
3706827,3706827,MY,2020-01-09,C4,0.0,,,OxCGRT
3706828,3706828,MY,2020-01-09,C5,0.0,,,OxCGRT
3706829,3706829,MY,2020-01-09,C6,0.0,,,OxCGRT
3706830,3706830,MY,2020-01-09,C7,0.0,,,OxCGRT
3706831,3706831,MY,2020-01-09,C8,0.0,,,OxCGRT
3706832,3706832,MY,2020-01-09,Cases,,,,OxCGRT
3706833,3706833,MY,2020-01-09,Deaths,,,,OxCGRT
3706834,3706834,MY,2020-01-09,E1,0.0,,,OxCGRT
3706835,3706835,MY,2020-01-09,E2,0.0,,,OxCGRT
3706836,3706836,MY,2020-01-09,E3,0.0,,,OxCGRT
3706837,3706837,MY,2020-01-09,E4,0.0,,,OxCGRT
3706838,3706838,MY,2020-01-09,H1,0.0,,,OxCGRT
3706839,3706839,MY,2020-01-09,H2,0.0,,,OxCGRT
3706840,3706840,MY,2020-01-09,H3,0.0,,,OxCGRT
3706841,3706841,MY,2020-01-09,H4,0.0,,,OxCGRT
3706842,3706842,MY,2020-01-09,H5,0.0,,,OxCGRT
3706843,3706843,MY,2020-01-09,H6,0.0,,,OxCGRT
3706844,3706844,MY,2020-01-09,H7,0.0,,,OxCGRT
3706845,3706845,MY,2020-01-09,H8,0.0,,,OxCGRT
3706846,3706846,MY,2020-01-09,I1,0.0,,,OxCGRT
3706847,3706847,MY,2020-01-09,I1D,0.0,,,OxCGRT
3706848,3706848,MY,2020-01-09,I2,0.0,,,OxCGRT
3706849,3706849,MY,2020-01-09,I2D,0.0,,,OxCGRT
3706850,3706850,MY,2020-01-09,I3,0.0,,,OxCGRT
3706851,3706851,MY,2020-01-09,I3D,0.0,,,OxCGRT
3706852,3706852,MY,2020-01-09,I4,0.0,,,OxCGRT
3706853,3706853,MY,2020-01-09,I4D,0.0,,,OxCGRT
3706854,3706854,MY,2020-01-09,I4L,0.0,,,OxCGRT
3706855,3706855,MY,2020-01-09,I4LD,0.0,,,OxCGRT
3706856,3706856,MY,2020-01-09,M1,,,,OxCGRT
3706857,3706857,MY,2020-01-10,C1,0.0,,,OxCGRT
3706858,3706858,MY,2020-01-10,C2,0.0,,,OxCGRT
3706859,3706859,MY,2020-01-10,C3,0.0,,,OxCGRT
3706860,3706860,MY,2020-01-10,C4,0.0,,,OxCGRT
3706861,3706861,MY,2020-01-10,C5,0.0,,,OxCGRT
3706862,3706862,MY,2020-01-10,C6,0.0,,,OxCGRT
3706863,3706863,MY,2020-01-10,C7,0.0,,,OxCGRT
3706864,3706864,MY,2020-01-10,C8,0.0,,,OxCGRT
3706865,3706865,MY,2020-01-10,Cases,,,,OxCGRT
3706866,3706866,MY,2020-01-10,Deaths,,,,OxCGRT
3706867,3706867,MY,2020-01-10,E1,0.0,,,OxCGRT
3706868,3706868,MY,2020-01-10,E2,0.0,,,OxCGRT
3706869,3706869,MY,2020-01-10,E3,0.0,,,OxCGRT
3706870,3706870,MY,2020-01-10,E4,0.0,,,OxCGRT
3706871,3706871,MY,2020-01-10,H1,0.0,,,OxCGRT
3706872,3706872,MY,2020-01-10,H2,0.0,,,OxCGRT
3706873,3706873,MY,2020-01-10,H3,0.0,,,OxCGRT
3706874,3706874,MY,2020-01-10,H4,0.0,,,OxCGRT
3706875,3706875,MY,2020-01-10,H5,0.0,,,OxCGRT
3706876,3706876,MY,2020-01-10,H6,0.0,,,OxCGRT
3706877,3706877,MY,2020-01-10,H7,0.0,,,OxCGRT
3706878,3706878,MY,2020-01-10,H8,0.0,,,OxCGRT
