,Unnamed: 0,ID,Date,PolicyType,PolicyValue,PolicyFlag,PolicyNotes,PolicySource
2529216,2529216,GB,2020-01-08,I4L,0.0,,,OxCGRT
2529217,2529217,GB,2020-01-08,I4LD,0.0,,,OxCGRT
2529218,2529218,GB,2020-01-08,M1,,,,OxCGRT
2529219,2529219,GB,2020-01-09,C1,0.0,,,OxCGRT
2529220,2529220,GB,2020-01-09,C2,0.0,,,OxCGRT
2529221,2529221,GB,2020-01-09,C3,0.0,,,OxCGRT
2529222,2529222,GB,2020-01-09,C4,0.0,,,OxCGRT
2529223,2529223,GB,2020-01-09,C5,0.0,,,OxCGRT
2529224,2529224,GB,2020-01-09,C6,0.0,,,OxCGRT
2529225,2529225,GB,2020-01-09,C7,0.0,,,OxCGRT
2529226,2529226,GB,2020-01-09,C8,0.0,,,OxCGRT
2529227,2529227,GB,2020-01-09,Cases,,,,OxCGRT
2529228,2529228,GB,2020-01-09,Deaths,,,,OxCGRT
2529229,2529229,GB,2020-01-09,E1,0.0,,,OxCGRT
2529230,2529230,GB,2020-01-09,E2,0.0,,,OxCGRT
2529231,2529231,GB,2020-01-09,E3,0.0,,,OxCGRT
2529232,2529232,GB,2020-01-09,E4,0.0,,,OxCGRT
2529233,2529233,GB,2020-01-09,H1,0.0,,,OxCGRT
2529234,2529234,GB,2020-01-09,H2,0.0,,,OxCGRT
2529235,2529235,GB,2020-01-09,H3,0.0,,,OxCGRT
2529236,2529236,GB,2020-01-09,H4,0.0,,,OxCGRT
2529237,2529237,GB,2020-01-09,H5,0.0,,,OxCGRT
2529238,2529238,GB,2020-01-09,H6,0.0,,,OxCGRT
2529239,2529239,GB,2020-01-09,H7,0.0,,,OxCGRT
2529240,2529240,GB,2020-01-09,H8,0.0,,,OxCGRT
2529241,2529241,GB,2020-01-09,I1,0.0,,,OxCGRT
2529242,2529242,GB,2020-01-09,I1D,0.0,,,OxCGRT
2529243,2529243,GB,2020-01-09,I2,0.0,,,OxCGRT
2529244,2529244,GB,2020-01-09,I2D,0.0,,,OxCGRT
2529245,2529245,GB,2020-01-09,I3,0.0,,,OxCGRT
2529246,2529246,GB,2020-01-09,I3D,0.0,,,OxCGRT
2529247,2529247,GB,2020-01-09,I4,0.0,,,OxCGRT
2529248,2529248,GB,2020-01-09,I4D,0.0,,,OxCGRT
2529249,2529249,GB,2020-01-09,I4L,0.0,,,OxCGRT
2529250,2529250,GB,2020-01-09,I4LD,0.0,,,OxCGRT
2529251,2529251,GB,2020-01-09,M1,,,,OxCGRT
2529252,2529252,GB,2020-01-10,C1,0.0,,,OxCGRT
2529253,2529253,GB,2020-01-10,C2,0.0,,,OxCGRT
2529254,2529254,GB,2020-01-10,C3,0.0,,,OxCGRT
2529255,2529255,GB,2020-01-10,C4,0.0,,,OxCGRT
2529256,2529256,GB,2020-01-10,C5,0.0,,,OxCGRT
2529257,2529257,GB,2020-01-10,C6,0.0,,,OxCGRT
2529258,2529258,GB,2020-01-10,C7,0.0,,,OxCGRT
2529259,2529259,GB,2020-01-10,C8,0.0,,,OxCGRT
2529260,2529260,GB,2020-01-10,Cases,,,,OxCGRT
2529261,2529261,GB,2020-01-10,Deaths,,,,OxCGRT
2529262,2529262,GB,2020-01-10,E1,0.0,,,OxCGRT
2529263,2529263,GB,2020-01-10,E2,0.0,,,OxCGRT
2529264,2529264,GB,2020-01-10,E3,0.0,,,OxCGRT
2529265,2529265,GB,2020-01-10,E4,0.0,,,OxCGRT
2529266,2529266,GB,2020-01-10,H1,0.0,,,OxCGRT
2529267,2529267,GB,2020-01-10,H2,0.0,,,OxCGRT
2529268,2529268,GB,2020-01-10,H3,0.0,,,OxCGRT
2529269,2529269,GB,2020-01-10,H4,0.0,,,OxCGRT
2529270,2529270,GB,2020-01-10,H5,0.0,,,OxCGRT
2529271,2529271,GB,2020-01-10,H6,0.0,,,OxCGRT
2529272,2529272,GB,2020-01-10,H7,0.0,,,OxCGRT
2529273,2529273,GB,2020-01-10,H8,0.0,,,OxCGRT
2529274,2529274,GB,2020-01-10,I1,0.0,,,OxCGRT
2529275,2529275,GB,2020-01-10,I1D,0.0,,,OxCGRT
2529276,2529276,GB,2020-01-10,I2,0.0,,,OxCGRT
2529277,2529277,GB,2020-01-10,I2D,0.0,,,OxCGRT
2529278,2529278,GB,2020-01-10,I3,0.0,,,OxCGRT
2529279,2529279,GB,2020-01-10,I3D,0.0,,,OxCGRT
2529280,2529280,GB,2020-01-10,I4,0.0,,,OxCGRT
2529281,2529281,GB,2020-01-10,I4D,0.0,,,OxCGRT
2529282,2529282,GB,2020-01-10,I4L,0.0,,,OxCGRT
2529283,2529283,GB,2020-01-10,I4LD,0.0,,,OxCGRT
2529284,2529284,GB,2020-01-10,M1,,,,OxCGRT
2529285,2529285,GB,2020-01-11,C1,0.0,,,OxCGRT
2529286,2529286,GB,2020-01-11,C2,0.0,,,OxCGRT
2529287,2529287,GB,2020-01-11,C3,0.0,,,OxCGRT
2529288,2529288,GB,2020-01-11,C4,0.0,,,OxCGRT
2529289,2529289,GB,2020-01-11,C5,0.0,,,OxCGRT
2529290,2529290,GB,2020-01-11,C6,0.0,,,OxCGRT
2529291,2529291,GB,2020-01-11,C7,0.0,,,OxCGRT
2529292,2529292,GB,2020-01-11,C8,0.0,,,OxCGRT
2529293,2529293,GB,2020-01-11,Cases,,,,OxCGRT
2529294,2529294,GB,2020-01-11,Deaths,,,,OxCGRT
2529295,2529295,GB,2020-01-11,E1,0.0,,,OxCGRT
2529296,2529296,GB,2020-01-11,E2,0.0,,,OxCGRT
2529297,2529297,GB,2020-01-11,E3,0.0,,,OxCGRT
2529298,2529298,GB,2020-01-11,E4,0.0,,,OxCGRT
2529299,2529299,GB,2020-01-11,H1,0.0,,,OxCGRT
2529300,2529300,GB,2020-01-11,H2,0.0,,,OxCGRT
2529301,2529301,GB,2020-01-11,H3,0.0,,,OxCGRT
2529302,2529302,GB,2020-01-11,H4,0.0,,,OxCGRT
2529303,2529303,GB,2020-01-11,H5,0.0,,,OxCGRT
2529304,2529304,GB,2020-01-11,H6,0.0,,,OxCGRT
2529305,2529305,GB,2020-01-11,H7,0.0,,,OxCGRT
2529306,2529306,GB,2020-01-11,H8,0.0,,,OxCGRT
2529307,2529307,GB,2020-01-11,I1,0.0,,,OxCGRT
2529308,2529308,GB,2020-01-11,I1D,0.0,,,OxCGRT
2529309,2529309,GB,2020-01-11,I2,0.0,,,OxCGRT
2529310,2529310,GB,2020-01-11,I2D,0.0,,,OxCGRT
2529311,2529311,GB,2020-01-11,I3,0.0,,,OxCGRT
2529312,2529312,GB,2020-01-11,I3D,0.0,,,OxCGRT
2529313,2529313,GB,2020-01-11,I4,0.0,,,OxCGRT
2529314,2529314,GB,2020-01-11,I4D,0.0,,,OxCGRT
2529315,2529315,GB,2020-01-11,I4L,0.0,,,OxCGRT
2529316,2529316,GB,2020-01-11,I4LD,0.0,,,OxCGRT
2529317,2529317,GB,2020-01-11,M1,,,,OxCGRT
2529318,2529318,GB,2020-01-12,C1,0.0,,,OxCGRT
2529319,2529319,GB,2020-01-12,C2,0.0,,,OxCGRT
2529320,2529320,GB,2020-01-12,C3,0.0,,,OxCGRT
2529321,2529321,GB,2020-01-12,C4,0.0,,,OxCGRT
2529322,2529322,GB,2020-01-12,C5,0.0,,,OxCGRT
2529323,2529323,GB,2020-01-12,C6,0.0,,,OxCGRT
2529324,2529324,GB,2020-01-12,C7,0.0,,,OxCGRT
2529325,2529325,GB,2020-01-12,C8,0.0,,,OxCGRT
2529326,2529326,GB,2020-01-12,Cases,,,,OxCGRT
2529327,2529327,GB,2020-01-12,Deaths,,,,OxCGRT
2529328,2529328,GB,2020-01-12,E1,0.0,,,OxCGRT
2529329,2529329,GB,2020-01-12,E2,0.0,,,OxCGRT
2529330,2529330,GB,2020-01-12,E3,0.0,,,OxCGRT
2529331,2529331,GB,2020-01-12,E4,0.0,,,OxCGRT
2529332,2529332,GB,2020-01-12,H1,0.0,,,OxCGRT
2529333,2529333,GB,2020-01-12,H2,0.0,,,OxCGRT
2529334,2529334,GB,2020-01-12,H3,0.0,,,OxCGRT
2529335,2529335,GB,2020-01-12,H4,0.0,,,OxCGRT
2529336,2529336,GB,2020-01-12,H5,0.0,,,OxCGRT
2529337,2529337,GB,2020-01-12,H6,0.0,,,OxCGRT
2529338,2529338,GB,2020-01-12,H7,0.0,,,OxCGRT
2529339,2529339,GB,2020-01-12,H8,0.0,,,OxCGRT
2529340,2529340,GB,2020-01-12,I1,0.0,,,OxCGRT
2529341,2529341,GB,2020-01-12,I1D,0.0,,,OxCGRT
2529342,2529342,GB,2020-01-12,I2,0.0,,,OxCGRT
2529343,2529343,GB,2020-01-12,I2D,0.0,,,OxCGRT
2529344,2529344,GB,2020-01-12,I3,0.0,,,OxCGRT
2529345,2529345,GB,2020-01-12,I3D,0.0,,,OxCGRT
2529346,2529346,GB,2020-01-12,I4,0.0,,,OxCGRT
2529347,2529347,GB,2020-01-12,I4D,0.0,,,OxCGRT
2529348,2529348,GB,2020-01-12,I4L,0.0,,,OxCGRT
2529349,2529349,GB,2020-01-12,I4LD,0.0,,,OxCGRT
2529350,2529350,GB,2020-01-12,M1,,,,OxCGRT
2529351,2529351,GB,2020-01-13,C1,0.0,,,OxCGRT
2529352,2529352,GB,2020-01-13,C2,0.0,,,OxCGRT
2529353,2529353,GB,2020-01-13,C3,0.0,,,OxCGRT
2529354,2529354,GB,2020-01-13,C4,0.0,,,OxCGRT
2529355,2529355,GB,2020-01-13,C5,0.0,,,OxCGRT
2529356,2529356,GB,2020-01-13,C6,0.0,,,OxCGRT
2529357,2529357,GB,2020-01-13,C7,0.0,,,OxCGRT
